price_in_aed,kilometers,body_condition,mechanical_condition,seller_type,body_type,no_of_cylinders,transmission_type,regional_specs,horsepower,fuel_type,steering_side,year,color,emirate,motors_trim,company,model,age,km_per_year
54500,49000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,6.0,Automatic Transmission,Japanese Specs,350.0,Gasoline,Left Hand Side,2011.0,Silver, Dubai,E 350,mercedes-benz,e-class,15.0,3266.6666666666665
144000,167000,Perfect inside and out,Perfect inside and out,Dealer,SUV,6.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2015.0,White, Dubai,Other,land-rover,range-rover-sport,11.0,15181.818181818182
89000,80700,Perfect inside and out,Perfect inside and out,Owner,Sedan,6.0,Automatic Transmission,GCC Specs,350.0,Gasoline,Left Hand Side,2015.0,Grey, Dubai,520i M-Kit,bmw,5-series,11.0,7336.363636363636
180000,86080,Perfect inside and out,Perfect inside and out,Dealer,SUV,6.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2018.0,White, Dubai,Other,toyota,land-cruiser,8.0,10760.0
113000,190000,Perfect inside and out,Perfect inside and out,Owner,SUV,8.0,Automatic Transmission,GCC Specs,450.0,Gasoline,Left Hand Side,2013.0,Black, Abu Dhabi,LE Platinum,nissan,patrol,13.0,14615.384615384615
50000,138,"No accidents, very few faults",Perfect inside and out,Owner,Sedan,4.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2017.0,Black, Abu Dhabi,DX,honda,civic,9.0,15.333333333333334
97000,124000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,8.0,Automatic Transmission,GCC Specs,550.0,Gasoline,Left Hand Side,2014.0,White, Dubai,S-Line,audi,s8,12.0,10333.333333333334
26000,199462,Perfect inside and out,Perfect inside and out,Dealer,SUV,6.0,Automatic Transmission,GCC Specs,350.0,Gasoline,Left Hand Side,2009.0,Silver, Abu Dhabi,Other,infiniti,fx45fx35,17.0,11733.058823529413
29000,158000,Perfect inside and out,Perfect inside and out,Dealer,Coupe,6.0,Automatic Transmission,North American Specs,250.0,Gasoline,Left Hand Side,2012.0,White, Dubai,Standard V6,ford,mustang,14.0,11285.714285714286
69000,169000,Perfect inside and out,Perfect inside and out,Dealer,Coupe,6.0,Automatic Transmission,GCC Specs,350.0,Gasoline,Left Hand Side,2015.0,White, Dubai,E400,mercedes-benz,e-class,11.0,15363.636363636364
299000,56000,Perfect inside and out,Perfect inside and out,Dealer,Coupe,8.0,Automatic Transmission,European Specs,550.0,Gasoline,Left Hand Side,2016.0,Grey, Dubai,S 63 Coupe AMG,mercedes-benz,s-class-coupe,10.0,5600.0
291000,100000,Perfect inside and out,Perfect inside and out,Dealer,Coupe,8.0,Automatic Transmission,European Specs,650.0,Gasoline,Left Hand Side,2016.0,Red, Dubai,S,mercedes-benz,gt,10.0,10000.0
125000,95000,Perfect inside and out,Perfect inside and out,Dealer,SUV,8.0,Automatic Transmission,North American Specs,250.0,Gasoline,Left Hand Side,2020.0,Grey, Sharjah,Other,chevrolet,tahoe,6.0,15833.333333333334
19000,350000,Perfect inside and out,Perfect inside and out,Owner,Hatchback,4.0,Manual Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2004.0,White,Abu Dhabi,Standard,toyota,hiace,22.0,15909.09090909091
279000,38000,Perfect inside and out,Perfect inside and out,Dealer,SUV,8.0,Automatic Transmission,Other,750.0,Gasoline,Left Hand Side,2019.0,Black, Dubai,Other,jeep,grand-cherokee,7.0,5428.571428571428
98000,46597,Perfect inside and out,Perfect inside and out,Owner,Pick Up Truck,8.0,Automatic Transmission,GCC Specs,350.0,Gasoline,Left Hand Side,2018.0,White, Sharjah,LE,nissan,titan,8.0,5824.625
15000,103556,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4.0,Automatic Transmission,GCC Specs,175.0,Gasoline,Left Hand Side,2015.0,White, Dubai,Other,geely,emgrand-8,11.0,9414.181818181818
16000,200000,Perfect inside and out,Perfect inside and out,Owner,Other,6.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2006.0,Beige, Dubai,EX,kia,carnival,20.0,10000.0
51900,126637,Perfect inside and out,Perfect inside and out,Dealer,Crossover,4.0,Automatic Transmission,GCC Specs,175.0,Gasoline,Left Hand Side,2015.0,White, Dubai,LX,kia,sportage,11.0,11512.454545454546
29000,421831,"A bit of wear & tear, all repaired","Minor faults, all fixed",Owner,Sedan,6.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2007.0,White, Dubai,Full Option,lexus,es-series,19.0,22201.63157894737
62000,130,Perfect inside and out,Perfect inside and out,Dealer,Soft Top Convertible,4.0,Automatic Transmission,North American Specs,250.0,Gasoline,Left Hand Side,2017.0,Silver, Sharjah,Ecoboost Premium,ford,mustang,9.0,14.444444444444445
155000,45000,Perfect inside and out,Perfect inside and out,Dealer,Other,8.0,Automatic Transmission,Other,450.0,Gasoline,Left Hand Side,2020.0,White, Sharjah,Srt8,jeep,grand-cherokee,6.0,7500.0
29900,156418,Perfect inside and out,Perfect inside and out,Dealer,SUV,6.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2008.0,Gold, Dubai,ML 350,mercedes-benz,m-class,18.0,8689.888888888889
89999,96536,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2016.0,Black, Dubai,528i,bmw,5-series,10.0,9653.6
37500,223275,Perfect inside and out,Perfect inside and out,Dealer,SUV,8.0,Automatic Transmission,GCC Specs,450.0,Gasoline,Left Hand Side,2009.0,White, Abu Dhabi,Other,cadillac,escalade,17.0,13133.823529411764
19000,130746,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4.0,Automatic Transmission,GCC Specs,125.0,Gasoline,Left Hand Side,2012.0,White, Dubai,Other,ford,focus,14.0,9339.0
280000,30000,Perfect inside and out,Perfect inside and out,Dealer,SUV,6.0,Automatic Transmission,GCC Specs,550.0,Electric,Left Hand Side,2020.0,White, Dubai,Other,tesla,model-y,6.0,5000.0
48900,94000,Perfect inside and out,Perfect inside and out,Owner,SUV,6.0,Automatic Transmission,GCC Specs,175.0,Gasoline,Left Hand Side,2014.0,Gold, Dubai,GLS Top 5 Door,mitsubishi,pajero,12.0,7833.333333333333
59999,151816,Perfect inside and out,Perfect inside and out,Dealer,Sedan,6.0,Automatic Transmission,GCC Specs,350.0,Gasoline,Left Hand Side,2013.0,Black, Dubai,640i M Sport,bmw,6-series,13.0,11678.153846153846
275000,13000,Perfect inside and out,Perfect inside and out,Owner,Coupe,6.0,Automatic Transmission,GCC Specs,450.0,Gasoline,Left Hand Side,2018.0,Yellow, Dubai,Coupe,bmw,m4,8.0,1625.0
88000,119000,Perfect inside and out,Perfect inside and out,Dealer,Utility Truck,8.0,Automatic Transmission,GCC Specs,450.0,Gasoline,Left Hand Side,2017.0,Gold, Sharjah,1500 LT,chevrolet,silverado,9.0,13222.222222222223
82000,91000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,8.0,Automatic Transmission,GCC Specs,350.0,Gasoline,Left Hand Side,2012.0,Grey, Sharjah,S,porsche,panamera,14.0,6500.0
109000,77000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2016.0,White, Dubai,CLA250,mercedes-benz,cla,10.0,7700.0
21500,114860,Perfect inside and out,Perfect inside and out,Owner,SUV,4.0,Automatic Transmission,GCC Specs,450.0,Gasoline,Left Hand Side,2014.0,Yellow, Dubai,Trend,ford,ecosport,12.0,9571.666666666666
19000,218142,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4.0,Automatic Transmission,GCC Specs,125.0,Gasoline,Left Hand Side,2013.0,Blue, Dubai,Other,volkswagen,jetta,13.0,16780.153846153848
89000,25000,Perfect inside and out,Perfect inside and out,Owner,Sedan,4.0,Automatic Transmission,GCC Specs,250.0,Hybrid,Left Hand Side,2021.0,Blue, Dubai,GLI,toyota,corolla,5.0,5000.0
20000,470000,Perfect inside and out,Perfect inside and out,Owner,Sedan,4.0,Automatic Transmission,GCC Specs,175.0,Gasoline,Left Hand Side,2009.0,White, Dubai,GLX,toyota,camry,17.0,27647.058823529413
54500,200000,Perfect inside and out,Perfect inside and out,Owner,SUV,6.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2015.0,Blue, Dubai,Comfort,infiniti,qx60,11.0,18181.81818181818
92000,101000,"A bit of wear & tear, all repaired",Perfect inside and out,Owner,Hard Top Convertible,6.0,Automatic Transmission,GCC Specs,350.0,Gasoline,Left Hand Side,2016.0,White, Dubai,Rubicon,jeep,wrangler,10.0,10100.0
449999,4840,Perfect inside and out,Perfect inside and out,Dealer,SUV,8.0,Automatic Transmission,European Specs,450.0,Gasoline,Left Hand Side,2021.0,Black, Dubai,Autobiography Dynamic,land-rover,range-rover-sport,5.0,968.0
164999,36307,Perfect inside and out,Perfect inside and out,Dealer,SUV,6.0,Automatic Transmission,North American Specs,350.0,Gasoline,Left Hand Side,2020.0,Green, Dubai,Rubicon,jeep,wrangler,6.0,6051.166666666667
12000,227169,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4.0,Automatic Transmission,GCC Specs,175.0,Gasoline,Left Hand Side,2008.0,Gold, Abu Dhabi,S,nissan,altima,18.0,12620.5
104999,4540,Perfect inside and out,Perfect inside and out,Dealer,Pick Up Truck,8.0,Automatic Transmission,North American Specs,350.0,Gasoline,Left Hand Side,2018.0,Black, Dubai,1500 LT,chevrolet,silverado,8.0,567.5
109000,19000,Perfect inside and out,Perfect inside and out,Owner,Coupe,8.0,Automatic Transmission,North American Specs,450.0,Gasoline,Left Hand Side,2020.0,Silver, Dubai,GT Premium,ford,mustang,6.0,3166.6666666666665
239900,111000,Perfect inside and out,Perfect inside and out,Dealer,Wagon,8.0,Automatic Transmission,GCC Specs,550.0,Gasoline,Left Hand Side,2016.0,Other Color, Dubai,Other,audi,rs6,10.0,11100.0
168000,3000,Perfect inside and out,Perfect inside and out,Dealer,SUV,4.0,Automatic Transmission,Other,250.0,Gasoline,Left Hand Side,2021.0,Blue, Dubai,GLC 300 4MATIC,mercedes-benz,glc,5.0,600.0
50000,177790,Perfect inside and out,Perfect inside and out,Dealer,SUV,6.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2015.0,Black, Dubai,Denali,gmc,acadia,11.0,16162.727272727272
35500,200,Perfect inside and out,Perfect inside and out,Owner,Sedan,6.0,Automatic Transmission,GCC Specs,450.0,Gasoline,Left Hand Side,2012.0,White, Dubai,C350 AMG,mercedes-benz,c-class,14.0,14.285714285714286
209500,12000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,5.0,Automatic Transmission,GCC Specs,350.0,Gasoline,Left Hand Side,2017.0,Grey, Dubai,RS,audi,s3rs3,9.0,1333.3333333333333
265000,50000,Perfect inside and out,Perfect inside and out,Owner,SUV,6.0,Automatic Transmission,North American Specs,250.0,Gasoline,Left Hand Side,2020.0,White, Dubai,GLE 450 AMG,mercedes-benz,gle-class,6.0,8333.333333333334
199000,0,Perfect inside and out,Perfect inside and out,Dealer,Pick Up Truck,8.0,Automatic Transmission,GCC Specs,450.0,Gasoline,Left Hand Side,2021.0,Black, Dubai,1500 LTZ,chevrolet,silverado,5.0,0.0
110000,100,"No accidents, very few faults","Minor faults, all fixed",Owner,Hard Top Convertible,8.0,Automatic Transmission,GCC Specs,350.0,Gasoline,Left Hand Side,1975.0,Red, Dubai,Stingray,chevrolet,corvette,51.0,1.9607843137254901
68500,4000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4.0,Automatic Transmission,North American Specs,250.0,Gasoline,Left Hand Side,2021.0,Black, Sharjah,EX,honda,accord,5.0,800.0
110000,100423,Perfect inside and out,Perfect inside and out,Dealer,Pick Up Truck,6.0,Automatic Transmission,GCC Specs,350.0,Gasoline,Left Hand Side,2018.0,Black, Dubai,1500 SLE,gmc,sierra,8.0,12552.875
34500,142000,Perfect inside and out,Perfect inside and out,Owner,Crossover,4.0,Automatic Transmission,GCC Specs,125.0,Gasoline,Left Hand Side,2013.0,Black, Dubai,GLX,mitsubishi,asx,13.0,10923.076923076924
60000,152000,"No accidents, very few faults",Perfect inside and out,Owner,Van,4.0,Manual Transmission,GCC Specs,175.0,Gasoline,Left Hand Side,2018.0,White, Dubai,Standard,nissan,van,8.0,19000.0
21000,148961,Perfect inside and out,Perfect inside and out,Dealer,SUV,4.0,Automatic Transmission,GCC Specs,125.0,Gasoline,Left Hand Side,2014.0,Yellow, Dubai,Other,ford,ecosport,12.0,12413.416666666666
31500,138160,Perfect inside and out,Perfect inside and out,Dealer,SUV,6.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2013.0,Silver, Dubai,SEL,ford,edge,13.0,10627.692307692309
180000,150000,Perfect inside and out,Perfect inside and out,Dealer,SUV,8.0,Automatic Transmission,GCC Specs,450.0,Gasoline,Left Hand Side,2016.0,Red, Dubai,Vogue SE,land-rover,range-rover,10.0,15000.0
35000,70000,Perfect inside and out,Perfect inside and out,Owner,Sedan,4.0,Automatic Transmission,GCC Specs,175.0,Gasoline,Left Hand Side,2015.0,Silver, Dubai,GT,mitsubishi,lancer,11.0,6363.636363636364
37500,205000,Perfect inside and out,Perfect inside and out,Owner,SUV,6.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2014.0,White, Dubai,GLS 5 Door,mitsubishi,pajero,12.0,17083.333333333332
101000,0,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4.0,Automatic Transmission,GCC Specs,175.0,Gasoline,Left Hand Side,2021.0,Black, Dubai,SR,nissan,altima,5.0,0.0
95000,123112,Perfect inside and out,Perfect inside and out,Dealer,SUV,4.0,Automatic Transmission,GCC Specs,175.0,Gasoline,Left Hand Side,2014.0,Grey, Dubai,Prado VXR,toyota,prado,12.0,10259.333333333334
32000,149000,Perfect inside and out,Perfect inside and out,Owner,Sedan,8.0,Automatic Transmission,North American Specs,450.0,Gasoline,Left Hand Side,2011.0,Black, Dubai,E 500,mercedes-benz,e-class,15.0,9933.333333333334
65000,126000,Perfect inside and out,Perfect inside and out,Dealer,SUV,6.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2015.0,Black, Sharjah,Other,land-rover,range-rover-evoque,11.0,11454.545454545454
127000,110000,Perfect inside and out,Perfect inside and out,Dealer,SUV,8.0,Automatic Transmission,GCC Specs,450.0,Gasoline,Left Hand Side,2019.0,White, Dubai,Super Safari,nissan,patrol,7.0,15714.285714285714
31500,119000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2016.0,Silver, Dubai,Sport,suzuki,kizashi,10.0,11900.0
255000,7800,Perfect inside and out,Perfect inside and out,Dealer,SUV,4.0,Automatic Transmission,Japanese Specs,175.0,Gasoline,Left Hand Side,2021.0,White, Sharjah,Xdrive20i,bmw,x4,5.0,1560.0
70000,97471,Perfect inside and out,Perfect inside and out,Dealer,SUV,6.0,Automatic Transmission,GCC Specs,175.0,Gasoline,Left Hand Side,2017.0,White, Dubai,GLS,mitsubishi,pajero,9.0,10830.111111111111
25000,137616,Perfect inside and out,Perfect inside and out,Dealer,Sedan,6.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2008.0,Grey, Abu Dhabi,S 350,mercedes-benz,s-class,18.0,7645.333333333333
67000,36000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4.0,Automatic Transmission,North American Specs,250.0,Gasoline,Left Hand Side,2020.0,Silver, Sharjah,SV,nissan,altima,6.0,6000.0
105000,120000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,10.0,Automatic Transmission,GCC Specs,550.0,Gasoline,Left Hand Side,2009.0,Grey, Dubai,RS,audi,rs6,17.0,7058.823529411765
63000,44000,"No accidents, very few faults",Perfect inside and out,Dealer,Crossover,6.0,Automatic Transmission,Japanese Specs,250.0,Gasoline,Left Hand Side,2013.0,Gold, Sharjah,450 h,lexus,rx-series,13.0,3384.6153846153848
62500,103233,Perfect inside and out,Perfect inside and out,Dealer,Hatchback,4.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2017.0,Grey, Dubai,Turbo,hyundai,veloster,9.0,11470.333333333334
154500,59803,Perfect inside and out,Perfect inside and out,Dealer,Coupe,4.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2016.0,Red, Dubai,Roadster,audi,tt,10.0,5980.3
49000,98000,Perfect inside and out,Perfect inside and out,Owner,SUV,6.0,Automatic Transmission,GCC Specs,175.0,Gasoline,Left Hand Side,2015.0,White, Dubai,GLS TOP,mitsubishi,pajero,11.0,8909.09090909091
69000,40000,Perfect inside and out,Perfect inside and out,Owner,Coupe,8.0,Automatic Transmission,GCC Specs,350.0,Gasoline,Left Hand Side,2014.0,Silver, Dubai,GT Premium,ford,mustang,12.0,3333.3333333333335
129999,22998,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4.0,Automatic Transmission,North American Specs,250.0,Gasoline,Left Hand Side,2019.0,White, Sharjah,C300 Luxury,mercedes-benz,c-class,7.0,3285.4285714285716
16900,230000,Perfect inside and out,Perfect inside and out,Owner,Sedan,6.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2007.0,Grey, Dubai,EX-L V6,honda,accord,19.0,12105.263157894737
46000,150000,Perfect inside and out,Perfect inside and out,Owner,Sedan,8.0,Automatic Transmission,GCC Specs,550.0,Gasoline,Left Hand Side,2011.0,White, Dubai,L,audi,a8,15.0,10000.0
85000,37000,Perfect inside and out,Perfect inside and out,Dealer,SUV,6.0,Automatic Transmission,North American Specs,350.0,Gasoline,Left Hand Side,2018.0,Grey, Dubai,SE,toyota,highlander,8.0,4625.0
149000,116000,Perfect inside and out,Perfect inside and out,Dealer,SUV,6.0,Automatic Transmission,GCC Specs,350.0,Gasoline,Left Hand Side,2015.0,Black, Dubai,S,porsche,cayenne,11.0,10545.454545454546
33900,150000,Perfect inside and out,Perfect inside and out,Owner,Sedan,6.0,Automatic Transmission,North American Specs,350.0,Gasoline,Left Hand Side,2016.0,Black, Dubai,Other,chrysler,other,10.0,15000.0
149000,6911,Perfect inside and out,Perfect inside and out,Dealer,Utility Truck,8.0,Automatic Transmission,North American Specs,350.0,Gasoline,Left Hand Side,2020.0,Silver, Ajman,Other,ford,pickup,6.0,1151.8333333333333
115000,30000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,8.0,Automatic Transmission,North American Specs,650.0,Gasoline,Left Hand Side,2018.0,Blue, Ajman,SRT8 392 Scat Pack Shaker,dodge,challenger,8.0,3750.0
78000,6444,Perfect inside and out,Perfect inside and out,Dealer,SUV,4.0,Automatic Transmission,North American Specs,250.0,Gasoline,Left Hand Side,2021.0,White, Dubai,XLE,toyota,rav-4,5.0,1288.8
41500,291000,Perfect inside and out,Perfect inside and out,Dealer,SUV,4.0,Automatic Transmission,GCC Specs,175.0,Gasoline,Left Hand Side,2010.0,White, Dubai,SR5,toyota,fortuner,16.0,18187.5
43000,97083,Perfect inside and out,Perfect inside and out,Dealer,Coupe,6.0,Automatic Transmission,GCC Specs,350.0,Gasoline,Left Hand Side,2013.0,Red, Dubai,Other,chevrolet,camaro,13.0,7467.923076923077
168000,108700,"No accidents, very few faults",Perfect inside and out,Dealer,SUV,6.0,Automatic Transmission,GCC Specs,175.0,Gasoline,Left Hand Side,2019.0,Gold, Dubai,Full Option,lexus,rx-series,7.0,15528.57142857143
71500,144000,Perfect inside and out,Perfect inside and out,Owner,Sedan,6.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2015.0,Silver, Dubai,Platinum,lexus,is-f,11.0,13090.90909090909
489000,100,Perfect inside and out,Perfect inside and out,Dealer,SUV,6.0,Automatic Transmission,GCC Specs,650.0,Gasoline,Left Hand Side,2021.0,Gold, Dubai,Other,cadillac,escalade,5.0,20.0
49000,45000,Perfect inside and out,Perfect inside and out,Owner,SUV,4.0,Automatic Transmission,North American Specs,250.0,Gasoline,Left Hand Side,2018.0,White, Sharjah,Other,nissan,rogue,8.0,5625.0
149000,140000,Perfect inside and out,Perfect inside and out,Dealer,SUV,8.0,Automatic Transmission,GCC Specs,350.0,Gasoline,Left Hand Side,2017.0,White, Dubai,LTZ,chevrolet,tahoe,9.0,15555.555555555555
299000,38000,Perfect inside and out,Perfect inside and out,Dealer,SUV,8.0,Automatic Transmission,North American Specs,750.0,Gasoline,Left Hand Side,2019.0,Red, Dubai,Other,jeep,grand-cherokee,7.0,5428.571428571428
157000,205000,Perfect inside and out,Perfect inside and out,Dealer,SUV,8.0,Automatic Transmission,GCC Specs,450.0,Gasoline,Left Hand Side,2014.0,Gold, Sharjah,Platinum,lexus,lx-series,12.0,17083.333333333332
